  0.38000E+01   0.10189E+03   0.17275E-14   0.67884E-10   0.17045E-02   0.39332E+01
  0.38667E+01   0.10189E+03   0.92516E-15   0.43597E-10   0.14923E-02   0.39332E+01
  0.39333E+01   0.10189E+03   0.49548E-15   0.27999E-10   0.13066E-02   0.39332E+01
  0.40000E+01   0.10189E+03   0.26535E-15   0.17982E-10   0.11440E-02   0.39332E+01
  0.40667E+01   0.10189E+03   0.14211E-15   0.11548E-10   0.10017E-02   0.39332E+01
  0.41333E+01   0.10189E+03   0.76109E-16   0.74166E-11   0.87701E-03   0.39332E+01
  0.42000E+01   0.10189E+03   0.40761E-16   0.47631E-11   0.76787E-03   0.39332E+01
  0.42667E+01   0.10189E+03   0.21830E-16   0.30590E-11   0.67231E-03   0.39332E+01
  0.43333E+01   0.10189E+03   0.11691E-16   0.19645E-11   0.58865E-03   0.39332E+01
  0.44000E+01   0.10189E+03   0.62611E-17   0.12617E-11   0.51539E-03   0.39332E+01
  0.44667E+01   0.10189E+03   0.33532E-17   0.81028E-12   0.45126E-03   0.39332E+01
  0.45333E+01   0.10189E+03   0.17958E-17   0.52038E-12   0.39510E-03   0.39332E+01
  0.46000E+01   0.10189E+03   0.96176E-18   0.33420E-12   0.34593E-03   0.39332E+01
  0.46667E+01   0.10189E+03   0.51508E-18   0.21463E-12   0.30288E-03   0.39332E+01
  0.47333E+01   0.10189E+03   0.27585E-18   0.13784E-12   0.26519E-03   0.39332E+01
  0.48000E+01   0.10189E+03   0.14773E-18   0.88524E-13   0.23219E-03   0.39332E+01
  0.48667E+01   0.10189E+03   0.79120E-19   0.56852E-13   0.20329E-03   0.39332E+01
  0.49333E+01   0.10189E+03   0.42373E-19   0.36512E-13   0.17800E-03   0.39332E+01
  0.50000E+01   0.10189E+03   0.22693E-19   0.23449E-13   0.15584E-03   0.39332E+01
  0.50667E+01   0.10189E+03   0.12153E-19   0.15059E-13   0.13645E-03   0.39332E+01
  0.51333E+01   0.10189E+03   0.65088E-20   0.96714E-14   0.11947E-03   0.39332E+01
  0.52000E+01   0.10189E+03   0.34858E-20   0.62112E-14   0.10460E-03   0.39332E+01
  0.52667E+01   0.10189E+03   0.18669E-20   0.39890E-14   0.91586E-04   0.39332E+01
  0.53333E+01   0.10189E+03   0.99981E-21   0.25618E-14   0.80188E-04   0.39332E+01
  0.54000E+01   0.10189E+03   0.53545E-21   0.16452E-14   0.70209E-04   0.39332E+01
  0.54667E+01   0.10189E+03   0.28676E-21   0.10566E-14   0.61472E-04   0.39332E+01
  0.55333E+01   0.10189E+03   0.15358E-21   0.67858E-15   0.53822E-04   0.39332E+01
  0.56000E+01   0.10189E+03   0.82250E-22   0.43580E-15   0.47124E-04   0.39332E+01
  0.56667E+01   0.10189E+03   0.44049E-22   0.27988E-15   0.41260E-04   0.39332E+01
  0.57333E+01   0.10189E+03   0.23591E-22   0.17975E-15   0.36125E-04   0.39332E+01
  0.58000E+01   0.10189E+03   0.12634E-22   0.11544E-15   0.31630E-04   0.39332E+01
  0.58667E+01   0.10189E+03   0.67663E-23   0.74136E-16   0.27694E-04   0.39332E+01
  0.59333E+01   0.10189E+03   0.36237E-23   0.47612E-16   0.24247E-04   0.39332E+01
  0.60000E+01   0.10189E+03   0.19407E-23   0.30577E-16   0.21230E-04   0.39332E+01
  0.60667E+01   0.10189E+03   0.10394E-23   0.19637E-16   0.18588E-04   0.39332E+01
  0.61333E+01   0.10189E+03   0.55664E-24   0.12612E-16   0.16275E-04   0.39332E+01
  0.62000E+01   0.10189E+03   0.29811E-24   0.80994E-17   0.14249E-04   0.39332E+01
  0.62667E+01   0.10189E+03   0.15965E-24   0.52016E-17   0.12476E-04   0.39332E+01
  0.63333E+01   0.10189E+03   0.85504E-25   0.33406E-17   0.10924E-04   0.39332E+01
  0.64000E+01   0.10189E+03   0.45792E-25   0.21454E-17   0.95642E-05   0.39332E+01
  0.64667E+01   0.10189E+03   0.24524E-25   0.13778E-17   0.83740E-05   0.39332E+01
  0.65333E+01   0.10189E+03   0.13134E-25   0.88487E-18   0.73319E-05   0.39332E+01
  0.66000E+01   0.10189E+03   0.70340E-26   0.56828E-18   0.64195E-05   0.39332E+01
  0.66667E+01   0.10189E+03   0.37671E-26   0.36497E-18   0.56206E-05   0.39332E+01
  0.67333E+01   0.10189E+03   0.20175E-26   0.23439E-18   0.49212E-05   0.39332E+01
  0.68000E+01   0.10189E+03   0.10805E-26   0.15053E-18   0.43088E-05   0.39332E+01
  0.68667E+01   0.10189E+03   0.57866E-27   0.96673E-19   0.37726E-05   0.39332E+01
  0.69333E+01   0.10189E+03   0.30990E-27   0.62086E-19   0.33031E-05   0.39332E+01
  0.70000E+01   0.10189E+03   0.16597E-27   0.39873E-19   0.28920E-05   0.39332E+01
  0.70667E+01   0.10189E+03   0.88886E-28   0.25607E-19   0.25321E-05   0.39332E+01
  0.71333E+01   0.10189E+03   0.47603E-28   0.16446E-19   0.22170E-05   0.39332E+01
  0.72000E+01   0.10189E+03   0.25494E-28   0.10562E-19   0.19411E-05   0.39332E+01
  0.72667E+01   0.10189E+03   0.13654E-28   0.67830E-20   0.16996E-05   0.39332E+01
  0.73333E+01   0.10189E+03   0.73123E-29   0.43562E-20   0.14881E-05   0.39332E+01
  0.74000E+01   0.10189E+03   0.39161E-29   0.27976E-20   0.13029E-05   0.39332E+01
  0.74667E+01   0.10189E+03   0.20973E-29   0.17967E-20   0.11407E-05   0.39332E+01
  0.75333E+01   0.10189E+03   0.11232E-29   0.11539E-20   0.99879E-06   0.39332E+01
  0.76000E+01   0.10189E+03   0.60155E-30   0.74105E-21   0.87449E-06   0.39332E+01
  0.76667E+01   0.10189E+03   0.32216E-30   0.47592E-21   0.76567E-06   0.39332E+01
  0.77333E+01   0.10189E+03   0.17254E-30   0.30564E-21   0.67038E-06   0.39332E+01
  0.78000E+01   0.10189E+03   0.92403E-31   0.19629E-21   0.58696E-06   0.39332E+01
  0.78667E+01   0.10189E+03   0.49487E-31   0.12606E-21   0.51392E-06   0.39332E+01
  0.79333E+01   0.10189E+03   0.26503E-31   0.80960E-22   0.44996E-06   0.39332E+01
  0.80000E+01   0.10189E+03   0.14194E-31   0.51995E-22   0.39397E-06   0.39332E+01
  0.80667E+01   0.10189E+03   0.76015E-32   0.33392E-22   0.34494E-06   0.39332E+01
  0.81333E+01   0.10189E+03   0.40710E-32   0.21445E-22   0.30201E-06   0.39332E+01
  0.82000E+01   0.10189E+03   0.21803E-32   0.13773E-22   0.26443E-06   0.39332E+01
  0.82667E+01   0.10189E+03   0.11677E-32   0.88450E-23   0.23152E-06   0.39332E+01
  0.83333E+01   0.10189E+03   0.62535E-33   0.56805E-23   0.20271E-06   0.39332E+01
  0.84000E+01   0.10189E+03   0.33491E-33   0.36481E-23   0.17748E-06   0.39332E+01
  0.84667E+01   0.10189E+03   0.17936E-33   0.23429E-23   0.15540E-06   0.39332E+01
  0.85333E+01   0.10189E+03   0.96058E-34   0.15047E-23   0.13606E-06   0.39332E+01
  0.86000E+01   0.10189E+03   0.51444E-34   0.96633E-24   0.11913E-06   0.39332E+01
  0.86667E+01   0.10189E+03   0.27551E-34   0.62060E-24   0.10430E-06   0.39332E+01
  0.87333E+01   0.10189E+03   0.14755E-34   0.39856E-24   0.91323E-07   0.39332E+01
  0.88000E+01   0.10189E+03   0.79023E-35   0.25597E-24   0.79958E-07   0.39332E+01
  0.88667E+01   0.10189E+03   0.42321E-35   0.16439E-24   0.70008E-07   0.39332E+01
  0.89333E+01   0.10189E+03   0.22665E-35   0.10557E-24   0.61296E-07   0.39332E+01
  0.90000E+01   0.10189E+03   0.12139E-35   0.67801E-25   0.53668E-07   0.39332E+01
  0.90667E+01   0.10189E+03   0.65008E-36   0.43543E-25   0.46989E-07   0.39332E+01
  0.91333E+01   0.10189E+03   0.34816E-36   0.27965E-25   0.41142E-07   0.39332E+01
  0.92000E+01   0.10189E+03   0.18646E-36   0.17959E-25   0.36022E-07   0.39332E+01
  0.92667E+01   0.10189E+03   0.99858E-37   0.11534E-25   0.31539E-07   0.39332E+01
  0.93333E+01   0.10189E+03   0.53480E-37   0.74074E-26   0.27614E-07   0.39332E+01
  0.94000E+01   0.10189E+03   0.28641E-37   0.47572E-26   0.24178E-07   0.39332E+01
  0.94667E+01   0.10189E+03   0.15339E-37   0.30552E-26   0.21169E-07   0.39332E+01
  0.95333E+01   0.10189E+03   0.82149E-38   0.19621E-26   0.18535E-07   0.39332E+01
  0.96000E+01   0.10189E+03   0.43995E-38   0.12601E-26   0.16228E-07   0.39332E+01
  0.96667E+01   0.10189E+03   0.23562E-38   0.80926E-27   0.14209E-07   0.39332E+01
  0.97333E+01   0.10189E+03   0.12619E-38   0.51973E-27   0.12440E-07   0.39332E+01
  0.98000E+01   0.10189E+03   0.67580E-39   0.33378E-27   0.10892E-07   0.39332E+01
  0.98667E+01   0.10189E+03   0.36193E-39   0.21436E-27   0.95368E-08   0.39332E+01
  0.99333E+01   0.10189E+03   0.19383E-39   0.13767E-27   0.83500E-08   0.39332E+01
  0.10000E+02   0.10189E+03   0.10381E-39   0.88413E-28   0.73109E-08   0.39332E+01
